,date,city,treated,ratio
148,2000-06-01,S,0,0.08571206497745557
149,2000-06-01,T,0,0.09994235032839333
150,2000-06-01,U,0,0.05747241523289969
151,2000-06-01,V,0,0.09340630286841071
152,2000-06-01,W,0,0.058124646733818744
153,2000-06-01,X,0,0.08077797821419222
154,2000-06-01,Y,0,0.05619099914247208
155,2000-06-01,Z,0,0.09240041146611172
156,2000-07-01,A,0,0.09036594793625054
157,2000-07-01,B,0,0.07845503693072967
158,2000-07-01,C,0,0.07035916486129999
159,2000-07-01,D,0,0.0534583497727569
160,2000-07-01,E,0,0.08487143865722818
161,2000-07-01,F,0,0.07267713413390345
162,2000-07-01,G,0,0.0861027799735174
163,2000-07-01,H,0,0.09331911629643147
164,2000-07-01,I,0,0.0987760752501443
165,2000-07-01,J,0,0.09279016711963056
166,2000-07-01,K,0,0.0505857042092501
167,2000-07-01,L,0,0.0679989032239182
168,2000-07-01,M,0,0.0864995281212029
169,2000-07-01,N,0,0.05858148386307203
170,2000-07-01,O,0,0.07605183031020647
171,2000-07-01,P,0,0.052716899416962684
172,2000-07-01,Q,0,0.059999826244820004
173,2000-07-01,R,0,0.0509260897230307
174,2000-07-01,S,0,0.08968488516787104
175,2000-07-01,T,0,0.06119623440301901
176,2000-07-01,U,0,0.06726758403484515
177,2000-07-01,V,0,0.09640406467327955
178,2000-07-01,W,0,0.08522072009617665
179,2000-07-01,X,0,0.0515919464765654
180,2000-07-01,Y,0,0.05823470782489564
181,2000-07-01,Z,0,0.08107392007498818
182,2000-08-01,A,0,0.07886142943020838
183,2000-08-01,B,0,0.061894641068725435
184,2000-08-01,C,0,0.09671069989623969
185,2000-08-01,D,0,0.08069829779829481
186,2000-08-01,E,0,0.07678164015124792
187,2000-08-01,F,0,0.07949549881772855
188,2000-08-01,G,0,0.08650610147583848
189,2000-08-01,H,0,0.0655972497739801
190,2000-08-01,I,0,0.0699110531108046
191,2000-08-01,J,0,0.06049218744875611
192,2000-08-01,K,0,0.05930965029401681
193,2000-08-01,L,0,0.09721861949919669
194,2000-08-01,M,0,0.08697753975246439
195,2000-08-01,N,0,0.07452294043087836
196,2000-08-01,O,0,0.06137073139866617
197,2000-08-01,P,0,0.06271782408851966
198,2000-08-01,Q,0,0.05290145801619378
199,2000-08-01,R,0,0.07172083127790604
200,2000-08-01,S,0,0.06558979409970514
201,2000-08-01,T,0,0.08481717444077297
202,2000-08-01,U,0,0.06888759196462405
203,2000-08-01,V,0,0.05898018387798174
204,2000-08-01,W,0,0.05123393641956656
205,2000-08-01,X,0,0.05336248157316243
206,2000-08-01,Y,0,0.08396963867492838
207,2000-08-01,Z,0,0.07268484222780228
208,2000-09-01,A,0,0.07682896055543612
209,2000-09-01,B,0,0.09483356465201712
210,2000-09-01,C,0,0.09951694736983523
211,2000-09-01,D,0,0.0608448492199237
212,2000-09-01,E,0,0.08315391015500503
213,2000-09-01,F,0,0.06316611883685753
214,2000-09-01,G,0,0.051032549973286434
215,2000-09-01,H,0,0.08791893269180708
216,2000-09-01,I,0,0.06600085754112339
217,2000-09-01,J,0,0.0691731947085949
218,2000-09-01,K,0,0.0794158556776803
219,2000-09-01,L,0,0.09155242276180953
220,2000-09-01,M,0,0.08144909217955744
221,2000-09-01,N,0,0.09363253277236977
222,2000-09-01,O,0,0.0636771017407818
223,2000-09-01,P,0,0.08990234169562819
224,2000-09-01,Q,0,0.05928179721529761
225,2000-09-01,R,0,0.09763958284859724
226,2000-09-01,S,0,0.08437441381939076
227,2000-09-01,T,0,0.06077538385567793
228,2000-09-01,U,0,0.09736852952444622
229,2000-09-01,V,0,0.0865427903385079
230,2000-09-01,W,0,0.0626970821297513
231,2000-09-01,X,0,0.0606655988683741
232,2000-09-01,Y,0,0.07591003569653317
233,2000-09-01,Z,0,0.05128313590272658
234,2000-10-01,A,0,0.06037350377205547
235,2000-10-01,B,0,0.07123427343757532
236,2000-10-01,C,0,0.06870849901671128
237,2000-10-01,D,0,0.07317877121824054
238,2000-10-01,E,0,0.0638814353147366
239,2000-10-01,F,0,0.07933921732290844
240,2000-10-01,G,0,0.09319278029616157
241,2000-10-01,H,0,0.05587659279810166
242,2000-10-01,I,0,0.07586895535770571
243,2000-10-01,J,0,0.05660340531725767
244,2000-10-01,K,0,0.08584298405962969
245,2000-10-01,L,0,0.06980298514036469
246,2000-10-01,M,0,0.07827106559292546
247,2000-10-01,N,0,0.059163991810703934
248,2000-10-01,O,0,0.057242387967168865
249,2000-10-01,P,0,0.07440281403244774
250,2000-10-01,Q,0,0.06778063689249779
251,2000-10-01,R,0,0.09702159726264066
252,2000-10-01,S,0,0.08826626269034826
253,2000-10-01,T,0,0.08743318099252737
254,2000-10-01,U,0,0.09518598698729668
255,2000-10-01,V,0,0.05417112177210093
256,2000-10-01,W,0,0.07760962349612033
257,2000-10-01,X,0,0.07922380344778845
258,2000-10-01,Y,0,0.09809681892736145
259,2000-10-01,Z,0,0.06460737633962745
260,2000-11-01,A,0,0.062041438995772344
261,2000-11-01,B,0,0.05501469711327489
262,2000-11-01,C,0,0.050821481479573716
263,2000-11-01,D,0,0.09647646583960953
264,2000-11-01,E,0,0.0834958273295455
265,2000-11-01,F,0,0.0892576456011569
266,2000-11-01,G,0,0.06408650528769747
267,2000-11-01,H,0,0.07932050830931633
268,2000-11-01,I,0,0.053197763306049056
269,2000-11-01,J,0,0.07428137979673115
270,2000-11-01,K,0,0.09887475698722234
271,2000-11-01,L,0,0.09382526226582955
272,2000-11-01,M,0,0.06690794759184229
273,2000-11-01,N,0,0.09807850772707494
274,2000-11-01,O,0,0.06158508132356023
275,2000-11-01,P,0,0.09746594112078408
276,2000-11-01,Q,0,0.09706888523532493
277,2000-11-01,R,0,0.08996012936761959
278,2000-11-01,S,0,0.08152239684333956
279,2000-11-01,T,0,0.09371439833124735
280,2000-11-01,U,0,0.06465101422538984
281,2000-11-01,V,0,0.09244717776564591
282,2000-11-01,W,0,0.0808938345958762
283,2000-11-01,X,0,0.05066184288794498
284,2000-11-01,Y,0,0.06736167589661099
285,2000-11-01,Z,0,0.057407043047408256
286,2000-12-01,A,0,0.09909146949091266
287,2000-12-01,B,0,0.0739185153519994
288,2000-12-01,C,0,0.07486956827493314
289,2000-12-01,D,0,0.08197362581993618
290,2000-12-01,E,0,0.06842923030648088
291,2000-12-01,F,0,0.05684501358427995
292,2000-12-01,G,0,0.09110588665971228
293,2000-12-01,H,0,0.0594923955951379
294,2000-12-01,I,0,0.07556594912732281
295,2000-12-01,J,0,0.061215851448736966
296,2000-12-01,K,0,0.054892224224701705
297,2000-12-01,L,0,0.09310957587108418
298,2000-12-01,M,0,0.09864597445115653
299,2000-12-01,N,0,0.09804173290315002
300,2000-12-01,O,0,0.09532777496105896
301,2000-12-01,P,0,0.08870236663493195
302,2000-12-01,Q,0,0.0666572576014321
303,2000-12-01,R,0,0.05405506949939984
304,2000-12-01,S,0,0.07036205857069038
305,2000-12-01,T,0,0.06161170710854714
306,2000-12-01,U,0,0.05662438173789915
307,2000-12-01,V,0,0.052671359089341264
308,2000-12-01,W,0,0.08627971821052893
309,2000-12-01,X,0,0.05057137293125155
310,2000-12-01,Y,0,0.08852903742513882
311,2000-12-01,Z,0,0.05734733227001876
312,2001-01-01,A,0,0.05397610412933779
313,2001-01-01,B,0,0.05448015171193027
314,2001-01-01,C,0,0.08360239036769573
315,2001-01-01,D,0,0.06226836049264224
316,2001-01-01,E,0,0.07102697333400493
317,2001-01-01,F,0,0.07786843956619585
318,2001-01-01,G,0,0.0930275586914397
319,2001-01-01,H,0,0.08635221313556642
320,2001-01-01,I,0,0.06351639526193574
321,2001-01-01,J,0,0.05657413996455638
322,2001-01-01,K,0,0.0527687160210599
323,2001-01-01,L,0,0.06507993172404714
324,2001-01-01,M,0,0.06310590746198391
325,2001-01-01,N,0,0.07280702834002399
326,2001-01-01,O,0,0.08416406677738403
327,2001-01-01,P,0,0.08478127228194286
328,2001-01-01,Q,0,0.06417594232910834
329,2001-01-01,R,0,0.06899634779500603
330,2001-01-01,S,0,0.05905754808684516
331,2001-01-01,T,0,0.08942727561532594
332,2001-01-01,U,0,0.05284240382166202
333,2001-01-01,V,0,0.08484986208624937
334,2001-01-01,W,0,0.08893476979705517
335,2001-01-01,X,0,0.08887037809243767
336,2001-01-01,Y,0,0.06297112821726775
337,2001-01-01,Z,0,0.06869065689662808
338,2001-02-01,A,0,0.07937998175981946
339,2001-02-01,B,0,0.06364109512122336
340,2001-02-01,C,0,0.06854263996089444
341,2001-02-01,D,0,0.059852714009281986
342,2001-02-01,E,0,0.07299279418780037
343,2001-02-01,F,0,0.05223061506270571
344,2001-02-01,G,0,0.0899897942285309
345,2001-02-01,H,0,0.05384782234933164
346,2001-02-01,I,0,0.0759417574415763
347,2001-02-01,J,0,0.06534050497725981
348,2001-02-01,K,0,0.07887714744156878
349,2001-02-01,L,0,0.09797166704167126
350,2001-02-01,M,0,0.08227851222280019
351,2001-02-01,N,0,0.05176812178777455
352,2001-02-01,O,0,0.07152012197540307
353,2001-02-01,P,0,0.07550084261591251
354,2001-02-01,Q,0,0.0768088747351726
355,2001-02-01,R,0,0.0840696255301919
356,2001-02-01,S,0,0.06387980488658832
357,2001-02-01,T,0,0.056443028273316015
358,2001-02-01,U,0,0.06963378382735472
359,2001-02-01,V,0,0.09782028613979744
360,2001-02-01,W,0,0.05935654458754224
361,2001-02-01,X,0,0.09519919774641186
362,2001-02-01,Y,0,0.07719029750386633
363,2001-02-01,Z,0,0.0728455710822883
364,2001-03-01,A,0,0.09410207051149448
365,2001-03-01,B,0,0.0729301980884293
366,2001-03-01,C,0,0.08620838183057716
367,2001-03-01,D,0,0.0699512660851551
368,2001-03-01,E,0,0.0952022196450479
369,2001-03-01,F,0,0.08450125100956138
370,2001-03-01,G,0,0.08498110271252585
371,2001-03-01,H,0,0.06638602007785595
372,2001-03-01,I,0,0.08783893213684446
373,2001-03-01,J,0,0.08180305277235707
374,2001-03-01,K,0,0.06200101366898548
375,2001-03-01,L,0,0.05802694112426282
376,2001-03-01,M,0,0.08981957372586659
377,2001-03-01,N,0,0.09795833015176113
378,2001-03-01,O,0,0.07290694136300215
379,2001-03-01,P,0,0.07954920826618425
380,2001-03-01,Q,0,0.09288613220967773
381,2001-03-01,R,0,0.07286117266769286
382,2001-03-01,S,0,0.09759372384163681
383,2001-03-01,T,0,0.07878755810224362
384,2001-03-01,U,0,0.09103835603506576
385,2001-03-01,V,0,0.09544218592063693
386,2001-03-01,W,0,0.09077619093842845
387,2001-03-01,X,0,0.0579707231724478
388,2001-03-01,Y,0,0.08144492195308503
389,2001-03-01,Z,0,0.06992171293098386
390,2001-04-01,A,0,0.05313564760116729
391,2001-04-01,B,0,0.0712016125944921
392,2001-04-01,C,0,0.06293420334447039
393,2001-04-01,D,0,0.09245191542142554
394,2001-04-01,E,0,0.05166523132733481
395,2001-04-01,F,0,0.09794913609317368
396,2001-04-01,G,0,0.06776844242359649
397,2001-04-01,H,0,0.06783534452012716
398,2001-04-01,I,0,0.0508164251341854
399,2001-04-01,J,0,0.0592616162618092
400,2001-04-01,K,0,0.07006297504018044
401,2001-04-01,L,0,0.0964645708651357
402,2001-04-01,M,0,0.05498074651106357
403,2001-04-01,N,0,0.09726507667395398
404,2001-04-01,O,0,0.09347442652733162
405,2001-04-01,P,0,0.07270811984537759
406,2001-04-01,Q,0,0.06633504408841301
407,2001-04-01,R,0,0.06163720646395285
408,2001-04-01,S,0,0.08072323532384372
409,2001-04-01,T,0,0.05165372957377529
410,2001-04-01,U,0,0.050780303222341415
411,2001-04-01,V,0,0.07143978612491189
412,2001-04-01,W,0,0.05340370369873601
413,2001-04-01,X,0,0.06259704941230465
414,2001-04-01,Y,0,0.0610580457673042
415,2001-04-01,Z,0,0.0626595596861426
416,2001-05-01,A,0,0.05655276156076289
417,2001-05-01,B,0,0.050601811144882713
418,2001-05-01,C,0,0.055774214856937405
419,2001-05-01,D,0,0.0809240129756374
420,2001-05-01,E,0,0.09871281064090252
421,2001-05-01,F,0,0.0995172500780447
422,2001-05-01,G,0,0.07045270476865309
423,2001-05-01,H,0,0.05814772130233027
424,2001-05-01,I,0,0.08193808786832646
425,2001-05-01,J,0,0.07451526732743687
426,2001-05-01,K,0,0.09947048886422158
427,2001-05-01,L,0,0.053265210357589014
428,2001-05-01,M,0,0.08916172191569066
429,2001-05-01,N,0,0.0644199248665747
430,2001-05-01,O,0,0.062070931003828704
431,2001-05-01,P,0,0.08312522857663379
432,2001-05-01,Q,0,0.062303159249548226
433,2001-05-01,R,0,0.08329295587795939
434,2001-05-01,S,0,0.07586542586011444
435,2001-05-01,T,0,0.07120444942179247
436,2001-05-01,U,0,0.07773439043307095
437,2001-05-01,V,0,0.06435257599598149
438,2001-05-01,W,0,0.08532873531364896
439,2001-05-01,X,0,0.07074284346667821
440,2001-05-01,Y,0,0.06802727802429462
441,2001-05-01,Z,0,0.0914328457277869
442,2001-06-01,A,0,0.09624834559765962
443,2001-06-01,B,0,0.052300365544364846
444,2001-06-01,C,0,0.06163134964148828
445,2001-06-01,D,0,0.06742596847462817
446,2001-06-01,E,0,0.09074832396851237
447,2001-06-01,F,0,0.09927457138216489
448,2001-06-01,G,0,0.0984485852335176
449,2001-06-01,H,0,0.09524741727749635
450,2001-06-01,I,0,0.0648278132532015
451,2001-06-01,J,0,0.09960056217072372
452,2001-06-01,K,0,0.06247100205282256
453,2001-06-01,L,0,0.055295307744111614
454,2001-06-01,M,0,0.09754763055276972
455,2001-06-01,N,0,0.06167101277340482
456,2001-06-01,O,0,0.08448841325388753
457,2001-06-01,P,0,0.05291781794902944
458,2001-06-01,Q,0,0.08653545495637381
459,2001-06-01,R,0,0.09408601061669199
460,2001-06-01,S,0,0.06362184477329813
461,2001-06-01,T,0,0.06895284480387143
462,2001-06-01,U,0,0.0687148091660458
463,2001-06-01,V,0,0.08743941287700666
464,2001-06-01,W,0,0.061890362126951946
465,2001-06-01,X,0,0.05859265495238215
466,2001-06-01,Y,0,0.07246458243438691
467,2001-06-01,Z,0,0.06522342036886598
468,2001-07-01,A,0,0.09195945611293263
469,2001-07-01,B,0,0.06188709130078194
470,2001-07-01,C,0,0.07511947287446308
471,2001-07-01,D,0,0.09712917998489652
472,2001-07-01,E,0,0.08169988488723304
473,2001-07-01,F,0,0.09336447027312325
474,2001-07-01,G,0,0.09701048446773837
475,2001-07-01,H,0,0.0875382430943176
476,2001-07-01,I,0,0.08497875301123757
477,2001-07-01,J,0,0.09839827833021136
478,2001-07-01,K,0,0.09972003948238398
479,2001-07-01,L,0,0.07259108413348798
480,2001-07-01,M,0,0.05354348890921042
481,2001-07-01,N,0,0.06463970157202595
482,2001-07-01,O,0,0.057617735284386525
483,2001-07-01,P,0,0.0708743187398006
484,2001-07-01,Q,0,0.05656446642366281
485,2001-07-01,R,0,0.0802058902010441
486,2001-07-01,S,0,0.06914040295789271
487,2001-07-01,T,0,0.09476929421441051
488,2001-07-01,U,0,0.0983897335899251
489,2001-07-01,V,0,0.07734424508347111
490,2001-07-01,W,0,0.06374117849337983
491,2001-07-01,X,0,0.07961152093809185
492,2001-07-01,Y,0,0.09483805791122049
493,2001-07-01,Z,0,0.07033666729178742
494,2001-08-01,A,0,0.07760391383459855
495,2001-08-01,B,0,0.0635826383803073
496,2001-08-01,C,0,0.07277220747250135
497,2001-08-01,D,0,0.07008567676897993
498,2001-08-01,E,0,0.06242067325414855
499,2001-08-01,F,0,0.07529331919126542
500,2001-08-01,G,0,0.06551904129899058
501,2001-08-01,H,0,0.06865174319403738
502,2001-08-01,I,0,0.07624852211271321
503,2001-08-01,J,0,0.08752975114644938
504,2001-08-01,K,0,0.06667537328956377
505,2001-08-01,L,0,0.09620793833103819
506,2001-08-01,M,0,0.09311592734179512
507,2001-08-01,N,0,0.05243451479877643
508,2001-08-01,O,0,0.06268212621284114
509,2001-08-01,P,0,0.0723067756329601
510,2001-08-01,Q,0,0.05523139443712371
511,2001-08-01,R,0,0.06742379945167486
512,2001-08-01,S,0,0.08700487628088413
513,2001-08-01,T,0,0.08402572405714129
514,2001-08-01,U,0,0.08111922142830025
515,2001-08-01,V,0,0.08552642013611728
516,2001-08-01,W,0,0.06024618434798509
517,2001-08-01,X,0,0.06708490574323661
518,2001-08-01,Y,0,0.08381212411387315
519,2001-08-01,Z,0,0.09396173815156636
520,2001-09-01,A,0,0.07718390269140477
521,2001-09-01,B,0,0.06413498254727684
522,2001-09-01,C,0,0.05151176290029913
523,2001-09-01,D,0,0.08551684144871066
524,2001-09-01,E,0,0.05039420517542202
525,2001-09-01,F,0,0.06863395349104978
526,2001-09-01,G,0,0.07652686072813909
527,2001-09-01,H,0,0.09610557308835965
528,2001-09-01,I,0,0.05447472725164501
529,2001-09-01,J,0,0.07029711609841419
530,2001-09-01,K,0,0.051215659985507894
531,2001-09-01,L,0,0.06713054921707952
532,2001-09-01,M,0,0.08111155294198975
533,2001-09-01,N,0,0.06395339741142993
534,2001-09-01,O,0,0.06048749748278176
535,2001-09-01,P,0,0.055785161666354686
536,2001-09-01,Q,0,0.0788570122010171
537,2001-09-01,R,0,0.0847635002952343
538,2001-09-01,S,0,0.08359785702979111
539,2001-09-01,T,0,0.09744305103602538
540,2001-09-01,U,0,0.050135160694675135
541,2001-09-01,V,0,0.0823598326947018
542,2001-09-01,W,0,0.08001961185488199
543,2001-09-01,X,0,0.07943698049851441
544,2001-09-01,Y,0,0.09813851599201212
545,2001-09-01,Z,0,0.05084358366850199
546,2001-10-01,A,0,0.08482412153507252
547,2001-10-01,B,0,0.09068393248509318
548,2001-10-01,C,0,0.07549035983107921
549,2001-10-01,D,0,0.06669824347984046
550,2001-10-01,E,0,0.08954200816137026
551,2001-10-01,F,0,0.054862146281621234
552,2001-10-01,G,0,0.07210178188649627
553,2001-10-01,H,0,0.07599761872854191
554,2001-10-01,I,0,0.08469782054672738
555,2001-10-01,J,0,0.05454428660162047
556,2001-10-01,K,0,0.06138797507689305
557,2001-10-01,L,0,0.07051507813450629
558,2001-10-01,M,0,0.08116473365100654
559,2001-10-01,N,0,0.09434803906087089
560,2001-10-01,O,0,0.08094130841206883
561,2001-10-01,P,0,0.05667307354674672
562,2001-10-01,Q,0,0.09902900663936412
563,2001-10-01,R,0,0.09358928673777465
564,2001-10-01,S,0,0.07513603805726621
565,2001-10-01,T,0,0.09611739908983166
566,2001-10-01,U,0,0.07706903968785679
567,2001-10-01,V,0,0.09616530339445817
568,2001-10-01,W,0,0.09149486843016716
569,2001-10-01,X,0,0.09841432051471487
570,2001-10-01,Y,0,0.09598914053890792
571,2001-10-01,Z,0,0.051801690871428475
572,2001-11-01,A,0,0.058738600208047
573,2001-11-01,B,0,0.0694567338550593
574,2001-11-01,C,0,0.09760713486477104
575,2001-11-01,D,0,0.06500144597379648
576,2001-11-01,E,0,0.05802338219438005
577,2001-11-01,F,0,0.094315233304328
578,2001-11-01,G,0,0.07231972077416016
579,2001-11-01,H,0,0.09539377971771631
580,2001-11-01,I,0,0.05801152331600717
581,2001-11-01,J,0,0.08305587557540497
582,2001-11-01,K,0,0.0720131876414746
583,2001-11-01,L,0,0.05382433845151427
584,2001-11-01,M,0,0.08482315723262504
585,2001-11-01,N,0,0.062369937776957686
586,2001-11-01,O,0,0.05198077612897589
587,2001-11-01,P,0,0.05299721491247866
588,2001-11-01,Q,0,0.05305392685333937
589,2001-11-01,R,0,0.09538664787425198
590,2001-11-01,S,0,0.08699419589145505
591,2001-11-01,T,0,0.09490311786068675
592,2001-11-01,U,0,0.08362911556482608
593,2001-11-01,V,0,0.07644699645154417
594,2001-11-01,W,0,0.06522231821736892
595,2001-11-01,X,0,0.09989811256643367
596,2001-11-01,Y,0,0.06810945294696948
597,2001-11-01,Z,0,0.07353244746069548
598,2001-12-01,A,0,0.0689122587461731
599,2001-12-01,B,0,0.09897634646677293
600,2001-12-01,C,0,0.05873291926975029
601,2001-12-01,D,0,0.06639940004540398
602,2001-12-01,E,0,0.08401743330075008
603,2001-12-01,F,0,0.05316038091693154
604,2001-12-01,G,0,0.08036246870057706
605,2001-12-01,H,0,0.07388232514382082
606,2001-12-01,I,0,0.06419999883810507
607,2001-12-01,J,0,0.0619206640462029
608,2001-12-01,K,0,0.07572563716493784
609,2001-12-01,L,0,0.06839637902685207
610,2001-12-01,M,0,0.07282599456313277
611,2001-12-01,N,0,0.066873869088212
612,2001-12-01,O,0,0.09852468467979889
613,2001-12-01,P,0,0.056671971587280205
614,2001-12-01,Q,0,0.05484019765891871
615,2001-12-01,R,0,0.0671695864395458
616,2001-12-01,S,0,0.07955134504352457
617,2001-12-01,T,0,0.08295882359250142
618,2001-12-01,U,0,0.06986283735840211
619,2001-12-01,V,0,0.09996389969610855
620,2001-12-01,W,0,0.06759464980965213
621,2001-12-01,X,0,0.08607033339799763
622,2001-12-01,Y,0,0.08187913472653965
623,2001-12-01,Z,0,0.09065269316237304
624,2002-01-01,A,0,0.098811283172691
625,2002-01-01,B,0,0.09448968282227702
626,2002-01-01,C,0,0.08822809871788544
627,2002-01-01,D,0,0.08491242389091452
628,2002-01-01,E,0,0.06677490848379498
629,2002-01-01,F,0,0.05738427891033537
630,2002-01-01,G,0,0.05313180015299049
631,2002-01-01,H,0,0.062095085210074244
