date,city,region,treated,tau,engagement,post
2021-05-19,3,W,1,4.274870097807372,38.17228192314232,1
2021-05-20,3,S,1,4.412799383861737,83.78813327743045,1
2021-05-21,3,N,1,2.3315487807008504,59.85475604691737,1
2021-05-22,3,E,1,0.3784986365489373,50.55242435345057,1
2021-05-23,3,S,1,1.939130449584656,35.697256454380565,1
2021-05-24,3,W,1,4.017688297313017,36.82382705122203,1
2021-05-25,3,S,1,4.508870142731143,44.4791290231526,1
2021-05-26,3,E,1,1.0173637124879793,85.20136389681043,1
2021-05-27,3,S,1,0.3348680601263576,97.04918861274416,1
2021-05-28,3,W,1,4.386752265664193,49.47898432153371,1
2021-05-29,3,W,1,1.9470246948943768,45.401755487298566,1
2021-05-30,3,E,1,2.708804821337816,86.18956982378765,1
2021-05-31,3,E,1,4.8403290602537945,48.42147885726733,1
2021-06-01,3,W,1,0.3328236395711142,59.68163550660861,1
2021-05-01,4,S,1,3.241590037260478,30.784749813887,0
2021-05-02,4,S,1,0.3705271128743354,76.91522822011677,0
2021-05-03,4,E,1,1.8773446423325015,57.87894864437037,0
2021-05-04,4,E,1,4.019072725967233,82.81310952163075,0
2021-05-05,4,W,1,2.167361163778172,80.26594570258027,0
2021-05-06,4,E,1,4.985911769514752,29.35042914430257,0
2021-05-07,4,E,1,2.795296424733011,74.40719955019861,0
2021-05-08,4,S,1,1.6058107631797671,82.00489671562343,0
2021-05-09,4,S,1,1.1005566295237657,41.14965167041556,0
2021-05-10,4,E,1,1.7526026714308092,25.534820161204703,0
2021-05-11,4,S,1,1.862666368797754,10.236894002162936,0
2021-05-12,4,S,1,0.3435683886198049,50.58132877838334,0
2021-05-13,4,S,1,1.8478709971338656,41.71894583849574,0
2021-05-14,4,N,1,2.3211925986961246,59.941885044286806,0
2021-05-15,4,W,1,3.613688761194023,26.92369833299072,1
2021-05-16,4,S,1,3.28364742360804,87.36989928998277,1
2021-05-17,4,S,1,3.543828276145771,33.197969406529865,1
2021-05-18,4,E,1,0.0418184093842854,30.378664457888497,1
2021-05-19,4,W,1,1.0883369979026802,53.26426508359204,1
2021-05-20,4,N,1,3.3084214419992826,54.89659213698468,1
2021-05-21,4,N,1,2.419946840898736,29.357670590658355,1
2021-05-22,4,E,1,0.0265673783417297,34.46746540533242,1
2021-05-23,4,S,1,4.022473212159111,25.273471523972045,1
2021-05-24,4,S,1,3.864047866451687,74.661416049085,1
2021-05-25,4,N,1,2.742095814967813,79.30801281286737,1
2021-05-26,4,W,1,0.3323166288813606,51.60956477133544,1
2021-05-27,4,E,1,3.8325752476629233,74.26783204165157,1
2021-05-28,4,S,1,2.91856793865682,76.23418527437009,1
2021-05-29,4,W,1,3.909799885789796,22.44479749100277,1
2021-05-30,4,E,1,3.758734961979202,96.9560222351083,1
2021-05-31,4,N,1,4.015010359789185,83.8928752386788,1
2021-06-01,4,S,1,2.590040332023124,28.40351150762412,1
2021-05-01,5,W,0,0.701622590967575,26.754853217146323,0
2021-05-02,5,W,0,3.3557873668984435,21.309503102162445,0
2021-05-03,5,W,0,3.102368925259853,22.45407062877265,0
2021-05-04,5,W,0,3.711265935995436,77.33456191258266,0
2021-05-05,5,W,0,0.8494050302536765,52.26888312564612,0
2021-05-06,5,N,0,0.974875999501446,80.46407554658805,0
2021-05-07,5,W,0,4.452047586096643,77.16294049151848,0
2021-05-08,5,S,0,3.749888992260354,64.41514421546995,0
2021-05-09,5,W,0,4.541142443501615,71.77299459208116,0
2021-05-10,5,S,0,3.793576605819604,11.65201519412276,0
2021-05-11,5,S,0,2.9857765299515093,38.05998821245198,0
2021-05-12,5,S,0,3.270663685139368,67.40399613334691,0
2021-05-13,5,S,0,4.445639619700049,10.841045813761978,0
2021-05-14,5,E,0,2.8940337725597027,12.967924931433409,0
2021-05-15,5,W,0,3.161956621641937,86.66991842233449,1
2021-05-16,5,E,0,0.7823835800180029,71.56223755228646,1
2021-05-17,5,E,0,2.369606100580514,33.88327598083096,1
2021-05-18,5,N,0,3.581985559790495,71.91665561068382,1
2021-05-19,5,S,0,1.354713491581827,81.3211002225337,1
2021-05-20,5,W,0,1.0112709026226745,37.61148547990911,1
2021-05-21,5,E,0,1.5691340411220778,13.24336397492687,1
2021-05-22,5,S,0,1.2075031399641674,93.95012122189613,1
2021-05-23,5,S,0,1.0745631851819792,41.06618544660674,1
2021-05-24,5,N,0,2.124254214340435,19.583358695623573,1
2021-05-25,5,S,0,4.53919256941767,54.26711842538327,1
2021-05-26,5,E,0,2.535298233693592,79.16210160977204,1
2021-05-27,5,N,0,0.9396019040766151,29.948258315580325,1
2021-05-28,5,S,0,0.3848583469043704,34.2541045120027,1
2021-05-29,5,W,0,3.480780725689626,31.84434881187249,1
2021-05-30,5,S,0,1.913993822181939,99.25057475485104,1
2021-05-31,5,W,0,4.109154732926797,27.76633603574883,1
2021-06-01,5,W,0,3.297553843203851,61.79681952695116,1
2021-05-01,6,E,0,3.9812072527068425,93.2738177491268,0
2021-05-02,6,S,0,1.3597301970922435,23.22069119900013,0
2021-05-03,6,W,0,3.4617946123052907,97.376877808093,0
2021-05-04,6,E,0,1.320309923468594,95.27295109560622,0
2021-05-05,6,W,0,4.695342397251458,89.61147883524363,0
2021-05-06,6,E,0,3.181871407666872,29.310086919700204,0
2021-05-07,6,N,0,1.6225590008767106,67.06495504098851,0
2021-05-08,6,E,0,1.347559311461363,78.48023256651162,0
2021-05-09,6,N,0,0.9546329253582176,98.74251353767868,0
2021-05-10,6,N,0,3.473204794468639,26.238143987323337,0
2021-05-11,6,W,0,1.0935780649896365,78.94233095673668,0
2021-05-12,6,W,0,2.976516329637445,40.49210529344016,0
2021-05-13,6,E,0,1.3231751346267866,25.80638190112021,0
2021-05-14,6,N,0,3.309844723969343,47.92392470924695,0
2021-05-15,6,E,0,4.074698642702696,81.44523209337548,1
2021-05-16,6,E,0,3.890126215723266,51.83648233336469,1
2021-05-17,6,W,0,3.804256654653909,58.377079018274365,1
2021-05-18,6,E,0,0.9386120284612604,99.56434691801093,1
2021-05-19,6,W,0,0.4419247349225935,45.91983696016834,1
2021-05-20,6,N,0,3.494744142436928,65.38606792383158,1
2021-05-21,6,N,0,1.8417360689717568,42.871978145383466,1
2021-05-22,6,E,0,2.1617311320167367,45.35070816958344,1
2021-05-23,6,S,0,0.1557454639669553,72.60766781008672,1
2021-05-24,6,W,0,1.297882246375246,94.4098278485395,1
2021-05-25,6,S,0,0.1683820193723201,58.81230554430893,1
2021-05-26,6,E,0,4.395928863006239,79.15599360539018,1
2021-05-27,6,N,0,1.2169834160926525,18.028590293526744,1
2021-05-28,6,S,0,2.7866858478650403,29.004223368873426,1
2021-05-29,6,W,0,0.194896603305652,55.19184768275792,1
2021-05-30,6,E,0,3.33423695652829,11.80105512658973,1
2021-05-31,6,W,0,1.6151367287704694,32.756948088630296,1
2021-06-01,6,N,0,4.489595934788329,56.56611608424695,1
2021-05-01,7,E,0,4.440590944670179,11.346507843067064,0
2021-05-02,7,S,0,1.626453091808739,33.80916576034375,0
2021-05-03,7,S,0,4.504804478452339,56.26277375282825,0
2021-05-04,7,E,0,4.980788367493894,61.58343231831211,0
2021-05-05,7,S,0,4.127078320619741,93.3176523749775,0
2021-05-06,7,N,0,4.2243567387761445,68.0811060925547,0
2021-05-07,7,W,0,1.2450436805454497,47.32622222769944,0
2021-05-08,7,S,0,2.883511994288781,93.7316059419761,0
2021-05-09,7,E,0,0.3362795698368392,80.63946850490149,0
2021-05-10,7,N,0,0.4745896841083485,28.000802900147285,0
2021-05-11,7,S,0,4.994463060166453,21.77581252139378,0
2021-05-12,7,N,0,1.6331962471295547,70.82304721684596,0
2021-05-13,7,S,0,3.740919560244232,60.38948490192854,0
2021-05-14,7,N,0,4.033325265134082,81.07062524134801,0
2021-05-15,7,S,0,4.290116355036146,76.49245450708179,1
2021-05-16,7,S,0,4.988141487010783,66.26903804717635,1
2021-05-17,7,W,0,1.207482426284339,98.7743954466003,1
2021-05-18,7,E,0,0.2017541342984985,58.023075709936776,1
2021-05-19,7,E,0,2.05595758997293,20.179518085154783,1
2021-05-20,7,W,0,0.6504033491447347,84.54462083343896,1
2021-05-21,7,N,0,0.1121294458102756,32.66680261111381,1
2021-05-22,7,N,0,1.8021341357074303,79.95719333295264,1
2021-05-23,7,N,0,3.9186912553761823,96.13963864000462,1
2021-05-24,7,N,0,2.8309034561253545,72.71159625679071,1
2021-05-25,7,W,0,1.5638899460517703,63.6427144854821,1
2021-05-26,7,W,0,3.271710027463598,51.43475581075365,1
2021-05-27,7,S,0,1.1600909015440537,42.79688793958629,1
2021-05-28,7,N,0,0.0719072303604251,41.770427587465264,1
2021-05-29,7,N,0,3.821766932182137,67.27354351386316,1
2021-05-30,7,E,0,3.1187154243200457,77.61458052439713,1
2021-05-31,7,E,0,3.8115131225048,71.06653625359729,1
2021-06-01,7,N,0,0.194690083438328,27.856909107420645,1
2021-05-01,8,N,1,4.185598139153261,54.45884621291421,0
2021-05-02,8,E,1,3.097631000181517,81.24760649647567,0
2021-05-03,8,S,1,2.8169767535632007,52.81336703701506,0
2021-05-04,8,N,1,3.123070240572658,58.29609517619445,0
2021-05-05,8,S,1,4.322166234341821,79.402244335374,0
2021-05-06,8,E,1,2.934682532794535,69.51387756385824,0
2021-05-07,8,W,1,2.9047518994408965,46.84104287941533,0
2021-05-08,8,S,1,4.953395785328829,90.58714400747972,0
2021-05-09,8,S,1,3.78365083534284,24.63103617971307,0
2021-05-10,8,E,1,2.2114690272556765,99.59648037312922,0
2021-05-11,8,S,1,3.5369850001646386,20.69673206286135,0
2021-05-12,8,S,1,1.9461523584589424,11.3454973993815,0
2021-05-13,8,E,1,1.144377312417495,90.10170110338882,0
2021-05-14,8,S,1,2.984259384438797,32.04581575293605,0
2021-05-15,8,S,1,4.640910490569757,75.67296647020488,1
2021-05-16,8,W,1,4.645697600077313,82.99138374388625,1
2021-05-17,8,N,1,1.7095263905274516,87.30877519289051,1
2021-05-18,8,N,1,2.6383873311084747,99.243481209775,1
2021-05-19,8,E,1,1.058179492849306,36.46357390359992,1
2021-05-20,8,N,1,4.978155547494417,73.92190077345333,1
2021-05-21,8,S,1,4.905589539339679,20.38598724527454,1
2021-05-22,8,S,1,3.247544648537237,46.61283622211645,1
2021-05-23,8,E,1,4.022070298387367,86.31745239813313,1
2021-05-24,8,N,1,3.5755008064185,43.08922414531976,1
2021-05-25,8,W,1,2.965791095197341,63.19858424820527,1
2021-05-26,8,S,1,0.2667399849444885,55.33960993521706,1
2021-05-27,8,S,1,2.273821712763305,68.13563780008406,1
2021-05-28,8,E,1,3.3739315108370524,97.56049504489256,1
2021-05-29,8,S,1,3.387658069418423,15.01619738512619,1
2021-05-30,8,W,1,1.8656130921119176,61.656536575146674,1
2021-05-31,8,S,1,4.708459933290153,87.67259013252563,1
2021-06-01,8,S,1,0.836785161183905,53.32444405735848,1
2021-05-01,9,N,1,2.501797231077803,17.06744673474155,0
2021-05-02,9,E,1,3.454419882754114,60.44854171750938,0
2021-05-03,9,W,1,3.485679029459046,39.88665017414384,0
2021-05-04,9,S,1,3.2431947838440776,23.94476068041423,0
2021-05-05,9,E,1,1.3764410672593008,86.41310619551257,0
2021-05-06,9,E,1,0.7810328434331099,56.94395616920095,0
2021-05-07,9,E,1,3.1797016341335542,93.994877114116,0
2021-05-08,9,S,1,2.996510580697189,82.54148541427621,0
2021-05-09,9,S,1,0.8967800514462049,72.36746143963006,0
2021-05-10,9,E,1,3.525695727852817,10.452295302878074,0
2021-05-11,9,N,1,2.275859958668282,48.5041110974425,0
2021-05-12,9,W,1,3.3388029580157648,27.773765348682907,0
2021-05-13,9,E,1,4.186835398850754,91.9718119943981,0
2021-05-14,9,S,1,0.8486421428846158,25.712558620872425,0
2021-05-15,9,S,1,0.0957243399841834,35.7454046493357,1
2021-05-16,9,S,1,3.895512931978934,56.51530909610492,1
2021-05-17,9,N,1,3.04848712576308,33.702725709827135,1
2021-05-18,9,S,1,3.4981978481106086,28.887820955120905,1
2021-05-19,9,N,1,4.190774874943212,63.91893925924772,1
2021-05-20,9,W,1,4.014054674122503,18.003657047952146,1
2021-05-21,9,E,1,4.804600734644123,15.235098284883223,1
2021-05-22,9,N,1,2.679675394260591,43.502076566746425,1
2021-05-23,9,S,1,2.4424781632995267,74.85980090570762,1
2021-05-24,9,S,1,2.0094359994536504,59.93260824465532,1
2021-05-25,9,W,1,0.7684552142210227,48.05888216201009,1
2021-05-26,9,S,1,2.8630361644101123,60.917640780212416,1
2021-05-27,9,E,1,1.3850626216298938,42.890633618794624,1
2021-05-28,9,S,1,4.6065375610648776,94.25317018889017,1
2021-05-29,9,S,1,2.915954021385488,14.94144018196969,1
2021-05-30,9,W,1,2.9642009025405507,70.60523311268517,1
2021-05-31,9,W,1,1.77462330438505,90.21543983449754,1
2021-06-01,9,S,1,0.2599467598885374,82.34962378617281,1
2021-05-01,10,E,0,0.1587188268649431,26.563693133930208,0
2021-05-02,10,S,0,2.116675720765988,36.63337140822596,0
2021-05-03,10,E,0,0.4228268904861892,74.53431448363942,0
2021-05-04,10,N,0,3.0342347777006955,17.584350326268897,0
2021-05-05,10,E,0,4.404865028198287,83.06755298493256,0
2021-05-06,10,N,0,4.414574082593611,74.70162501443113,0
2021-05-07,10,N,0,3.295227050661162,75.66459843118083,0
2021-05-08,10,N,0,1.0561591573646552,19.021723324083226,0
2021-05-09,10,E,0,4.3149841567943605,74.59844903346078,0
2021-05-10,10,N,0,4.430467176566041,71.1836312697973,0
2021-05-11,10,E,0,0.9832679247647936,84.78302417396655,0
2021-05-12,10,W,0,3.6871304288533855,13.743636063082256,0
2021-05-13,10,W,0,1.4325977446356148,12.079960162101298,0
2021-05-14,10,N,0,4.013201561764649,43.57063898907047,0
2021-05-15,10,W,0,4.986189499518013,23.39094554642376,1
2021-05-16,10,E,0,0.150130026646964,60.25460298131997,1
2021-05-17,10,N,0,4.486829328954659,92.5614011356074,1
2021-05-18,10,N,0,3.1131526679932904,45.23317573006142,1
2021-05-19,10,N,0,4.866913095824106,86.04553395453438,1
2021-05-20,10,W,0,2.325047587632138,10.021678706607982,1
2021-05-21,10,N,0,4.236939652856869,25.16631791132658,1
2021-05-22,10,N,0,0.3119703429913861,12.738118568867703,1
2021-05-23,10,W,0,1.6763952503914783,39.53324624635618,1
2021-05-24,10,S,0,0.3350826887560498,91.73706361268523,1
2021-05-25,10,E,0,4.876715667395352,18.72569112390889,1
2021-05-26,10,N,0,4.084869536359184,64.57687990694203,1
2021-05-27,10,E,0,4.262737106229853,50.63463452074998,1
2021-05-28,10,E,0,4.689826157169471,94.46213911292313,1
2021-05-29,10,S,0,0.4255174305989267,21.02672282833845,1
2021-05-30,10,N,0,1.9279879625666667,29.082506545200605,1
2021-05-31,10,N,0,0.3551744452200106,12.658777175034396,1
2021-06-01,10,S,0,1.053965507750143,49.05417246682364,1
2021-05-01,11,W,1,1.146828885188362,35.004960960818885,0
2021-05-02,11,N,1,2.345536055237893,88.29153405012887,0
2021-05-03,11,E,1,1.342810837268213,64.44467318779795,0
2021-05-04,11,S,1,0.5048905340888055,65.26816641781315,0
2021-05-05,11,W,1,0.8374554454705385,57.87196271931722,0
2021-05-06,11,S,1,0.7363778177604546,18.266530350628088,0
2021-05-07,11,W,1,4.865383989561492,50.05168153528197,0
2021-05-08,11,W,1,3.796462534592368,99.95546707376648,0
2021-05-09,11,N,1,4.83880732634781,85.17063617614133,0
2021-05-10,11,S,1,2.198702432539543,90.41131487504045,0
2021-05-11,11,E,1,1.391842408313283,84.09037233218496,0
2021-05-12,11,S,1,3.9914659860459336,19.27375240878844,0
2021-05-13,11,E,1,1.631269590205734,30.470342865831967,0
2021-05-14,11,N,1,1.496916868526741,10.280948622076869,0
2021-05-15,11,N,1,1.162529961039156,37.31591123903003,1
2021-05-16,11,E,1,0.6483948911211768,19.77466621118433,1
2021-05-17,11,S,1,1.2823153050838298,52.55140107714247,1
2021-05-18,11,S,1,1.7765987423694385,70.94147397165116,1
2021-05-19,11,S,1,3.369971040728652,88.70547655342693,1
2021-05-20,11,S,1,0.3128242110972579,77.42954485818083,1
2021-05-21,11,E,1,1.0525346983267148,94.47270362006547,1
2021-05-22,11,E,1,4.045118201458382,14.850846135440992,1
2021-05-23,11,S,1,0.7346096179188538,11.096185187488729,1
2021-05-24,11,N,1,1.7132257326126077,69.52043024525915,1
2021-05-25,11,W,1,4.3232946092907,36.04171692000216,1
2021-05-26,11,W,1,0.7746265557172133,32.815091449519585,1
2021-05-27,11,W,1,0.4136841780909495,39.779837892441485,1
2021-05-28,11,W,1,2.422689975400054,34.281645210312774,1
2021-05-29,11,S,1,1.512097556392682,56.02927656714285,1
2021-05-30,11,E,1,2.8170418224192706,49.61336025017192,1
2021-05-31,11,E,1,4.019024452417376,56.11856962389907,1
2021-06-01,11,S,1,0.6857424407637158,70.54422503503926,1
2021-05-01,12,W,1,2.903495422771425,44.84174580740335,0
2021-05-02,12,N,1,2.5275438019493195,32.61769184279412,0
2021-05-03,12,W,1,0.7203939300659978,24.95804831278709,0
2021-05-04,12,S,1,3.119992427644912,41.452670757936296,0
2021-05-05,12,N,1,1.3682020893038582,76.76258277215548,0
2021-05-06,12,W,1,2.4391715927200623,78.10344191003226,0
2021-05-07,12,S,1,0.4113616213853094,70.02148480157894,0
2021-05-08,12,S,1,2.2979202860681154,31.062535777618717,0
2021-05-09,12,E,1,1.5323173402141017,62.9277621269228,0
2021-05-10,12,W,1,4.111906055926772,61.36206954191632,0
2021-05-11,12,W,1,0.2848936349868414,53.583957829875295,0
2021-05-12,12,W,1,2.09303637459165,59.49810877454778,0
2021-05-13,12,E,1,2.29215712065719,54.26115693613013,0
2021-05-14,12,W,1,3.6250303814955935,60.89107294666974,0
2021-05-15,12,W,1,2.871437875451055,74.39553591590159,1
2021-05-16,12,W,1,3.3360616859709054,19.866537496309576,1
2021-05-17,12,W,1,3.885246428258781,77.46631769341214,1
2021-05-18,12,S,1,4.311014868290944,22.22975351148348,1
2021-05-19,12,N,1,1.5693774836123526,15.996519856933723,1
2021-05-20,12,S,1,2.690113526819515,97.84717175993208,1
2021-05-21,12,W,1,4.200540392195999,96.12925919833972,1
2021-05-22,12,S,1,4.947255654825282,15.439289044650764,1
2021-05-23,12,N,1,4.447596555218816,49.89280973274659,1
2021-05-24,12,S,1,1.857336313121884,26.76204444697973,1
2021-05-25,12,N,1,0.975832586093252,53.68104074209763,1
2021-05-26,12,W,1,2.4469626870329435,84.71595186996286,1
2021-05-27,12,S,1,3.7082072591802113,95.55505972686012,1
2021-05-28,12,W,1,2.462845353766488,67.08273881063836,1
2021-05-29,12,S,1,2.4159043165683425,41.851510049063535,1
2021-05-30,12,W,1,4.191152105409003,64.29930090801386,1
2021-05-31,12,S,1,1.807018895335932,38.08011754976053,1
2021-06-01,12,E,1,4.298973374058228,91.88412767488543,1
2021-05-01,13,W,1,2.034024004758618,88.33604167952532,0
2021-05-02,13,N,1,1.641165528391697,60.24085752516949,0
2021-05-03,13,E,1,2.269949555998495,39.23190238423245,0
2021-05-04,13,E,1,3.8122347933743423,36.40507080246805,0
2021-05-05,13,N,1,0.6300101393199714,13.007619523455352,0
2021-05-06,13,N,1,0.9820960793600868,83.42387659227657,0
2021-05-07,13,N,1,4.75722412831546,50.53448917351072,0
2021-05-08,13,S,1,0.8774581369067869,39.2619635560238,0
2021-05-09,13,S,1,2.8386365896552728,52.39993194979785,0
2021-05-10,13,E,1,2.896572333309689,83.68641914091869,0
2021-05-11,13,W,1,2.448122310251224,21.215278693676908,0
2021-05-12,13,W,1,3.223726242884093,87.18903894176447,0
2021-05-13,13,W,1,1.1491336289880922,90.77579515975188,0
2021-05-14,13,E,1,2.763311338883741,95.20371235304994,0
2021-05-15,13,W,1,1.8608662762344856,45.7739193180365,1
2021-05-16,13,N,1,3.308336298145945,29.542636363390468,1
2021-05-17,13,E,1,0.7061177168657473,43.62767366200286,1
2021-05-18,13,E,1,2.854387084197381,39.962088660826296,1
2021-05-19,13,W,1,0.9263517769166184,25.853852125257404,1
2021-05-20,13,N,1,1.393215315575182,64.65400030913392,1
2021-05-21,13,E,1,1.093549001617916,52.8961744457766,1
2021-05-22,13,S,1,0.9141888993440856,87.91308930916033,1
2021-05-23,13,S,1,4.128554757803335,12.889862243385242,1
2021-05-24,13,N,1,1.4285378383044516,67.94811347996136,1
2021-05-25,13,N,1,4.635618909322247,78.66539906604051,1
2021-05-26,13,E,1,4.849632626725954,78.35379122694764,1
2021-05-27,13,W,1,2.8563023496854867,89.74665703859726,1
2021-05-28,13,W,1,0.715005613328632,75.61303685465447,1
2021-05-29,13,E,1,1.8727412168979063,93.50290554829267,1
2021-05-30,13,S,1,3.9886613167410703,39.93909398388023,1
2021-05-31,13,E,1,1.8369536434853524,55.28884750763888,1
2021-06-01,13,S,1,0.4350860915139437,11.26716969546016,1
2021-05-01,14,E,1,2.78392455464094,10.62618285729621,0
2021-05-02,14,N,1,4.225604257480174,31.61139584063679,0
2021-05-03,14,S,1,3.979631935717512,19.072647742517677,0
2021-05-04,14,E,1,0.8756157006517662,33.41902311421782,0
2021-05-05,14,E,1,3.363823072062333,25.933896507555765,0
2021-05-06,14,S,1,1.1025213171782355,12.566802235478342,0
2021-05-07,14,N,1,1.0910376727608613,91.83737317654445,0
2021-05-08,14,S,1,4.370358866525926,10.740081825000235,0
2021-05-09,14,N,1,1.2483447637011509,76.24739299033769,0
2021-05-10,14,W,1,1.316236732590056,23.69330982275649,0
2021-05-11,14,S,1,0.0032669538064977,92.100665979964,0
2021-05-12,14,W,1,4.3533451706275885,90.35163456308972,0
2021-05-13,14,E,1,3.962974066045674,68.85110317323316,0
2021-05-14,14,S,1,3.13664467545339,70.50107348205447,0
2021-05-15,14,S,1,3.751328819694211,10.480522777271968,1
2021-05-16,14,E,1,0.760242837122459,98.63844095022418,1
2021-05-17,14,W,1,2.2916179729378774,89.0049343218233,1
2021-05-18,14,N,1,1.7560969367439043,90.55956031570828,1
2021-05-19,14,E,1,0.4688826312850824,69.33200833457848,1
2021-05-20,14,E,1,2.4306524260746203,41.03082357890828,1
2021-05-21,14,E,1,4.603698251713177,90.42837841814328,1
2021-05-22,14,E,1,0.2002955952534724,36.23652353360731,1
2021-05-23,14,N,1,1.4573045674689693,60.64403890079826,1
2021-05-24,14,N,1,1.037704681028517,18.975787510949417,1
2021-05-25,14,S,1,1.1907332683284817,92.97600671194752,1
2021-05-26,14,W,1,4.542172759396877,22.6693411994092,1
2021-05-27,14,S,1,2.3403452711714507,30.240712515736654,1
